image_id,structural_clutter_index,geometric_order_index,palette_coherence_index,visual_salience_index,focal_hierarchy_index
A_poster_visual_complexity_L0_S0_I0000,0.0919727387912842,66.79092177671664,63.118612320272604,35.43860091648686,4.514225263757565
A_poster_visual_complexity_L0_S0_I0001,1.1718979583338511,66.79092177671664,63.118612320272604,35.43860091648686,19.902218161242153
A_poster_visual_complexity_L0_S0_I0002,1.9624586697646156,66.79092177671664,63.118612320272604,35.43860091648686,26.093526024443804
A_poster_visual_complexity_L0_S0_I0003,1.068465293208826,66.79092177671664,63.118612320272604,35.43860091648686,18.934978441420018
A_poster_visual_complexity_L0_S0_I0004,0.9885784690989546,66.79092177671664,63.118612320272604,35.43860091648686,18.15287354379993
A_poster_visual_complexity_L0_S0_I0005,1.0282281915872387,66.79092177671664,63.118612320272604,35.43860091648686,18.545115369163927
A_poster_visual_complexity_L0_S0_I0006,0.11308618495779292,66.79092177671664,63.118612320272604,35.43860091648686,5.1295366378199425
A_poster_visual_complexity_L0_S0_I0007,0.814964934446109,66.79092177671664,63.118612320272604,35.43860091648686,16.32856243570162
A_poster_visual_complexity_L0_S0_I0008,0.21062041125097572,66.79092177671664,63.118612320272604,35.43860091648686,7.483456876566683
A_poster_visual_complexity_L0_S0_I0009,0.1299948761918458,66.79092177671664,63.118612320272604,35.43860091648686,5.587622259428563
A_poster_visual_complexity_L0_S0_I0010,0.13550580940725906,66.79092177671664,63.118612320272604,35.43860091648686,5.7312966446692055
A_poster_visual_complexity_L0_S0_I0011,0.13595332049990796,66.79092177671664,63.118612320272604,35.43860091648686,5.742851640780886
A_poster_visual_complexity_L0_S0_I0012,0.13910066680800953,66.79092177671664,63.118612320272604,35.43860091648686,5.8236570202890245
A_poster_visual_complexity_L0_S0_I0013,0.09953035528495804,66.79092177671664,63.118612320272604,35.43860091648686,4.740728518474475
A_poster_visual_complexity_L0_S0_I0014,1.7030025861749707,66.79092177671664,63.118612320272604,35.43860091648686,24.250736887250163
A_poster_visual_complexity_L0_S0_I0015,0.13232858111880663,66.79092177671664,63.118612320272604,35.43860091648686,5.648778964431554
A_poster_visual_complexity_L0_S0_I0016,1.0027018348294054,66.79092177671664,63.118612320272604,35.43860091648686,18.293537892337724
A_poster_visual_complexity_L0_S0_I0017,0.023344009516214397,66.79092177671664,63.118612320272604,35.43860091648686,1.8855972158267436
A_poster_visual_complexity_L0_S0_I0018,0.13695542732085134,66.79092177671664,63.118612320272604,35.43860091648686,5.768667024088736
A_poster_visual_complexity_L0_S0_I0019,0.40664396175804673,66.79092177671664,63.118612320272604,35.43860091648686,11.021176014327377
A_poster_visual_complexity_L0_S0_I0020,0.7432281126378469,66.79092177671664,63.118612320272604,35.43860091648686,15.515736048562612
A_poster_visual_complexity_L0_S0_I0021,0.09329494282254037,66.79092177671664,63.118612320272604,35.43860091648686,4.554401057154924
A_poster_visual_complexity_L0_S0_I0022,1.0656028469474605,66.79092177671664,63.118612320272604,35.43860091648686,18.907506976870863
A_poster_visual_complexity_L0_S0_I0023,0.9375271551134159,66.79092177671664,63.118612320272604,35.43860091648686,17.635298339624633
A_poster_visual_complexity_L0_S0_I0024,0.1847217811707259,66.79092177671664,63.118612320272604,35.43860091648686,6.916509656164922
A_poster_visual_complexity_L0_S1_I0000,0.6144253222997872,66.79092177671664,63.118612320272604,35.43860091648686,13.948210524443644
A_poster_visual_complexity_L0_S1_I0001,0.10222028373905584,66.79092177671664,63.118612320272604,35.43860091648686,4.819584148073484
A_poster_visual_complexity_L0_S1_I0002,5.560269850427079,66.79092177671664,63.118612320272604,35.43860091648686,43.1837367909682
